date_of_count,id,latitude,location,longitude,street,total_passing_vehicle_volume,traffic_volume_count_location_address,vehicle_volume_by_each_direction_of_traffic
2006-10-11T02:00:00.000,1239,41.772283,"{'type': 'Point', 'coordinates': [-87.657646, 41.772283]}",-87.657646,Marquette Rd,15400,1321 West,East Bound: 7400 / West Bound: 8000
2006-10-19T02:00:00.000,1240,41.828474,"{'type': 'Point', 'coordinates': [-87.65091, 41.828474]}",-87.65091,Morgan St,6900,3610 South,North Bound: 2300 / South Bound: 4600
2006-10-11T02:00:00.000,1241,41.791415,"{'type': 'Point', 'coordinates': [-87.649947, 41.791415]}",-87.649947,Morgan St,4500,5632 South,North Bound: 2500 / South Bound: 2000
2006-10-11T02:00:00.000,1242,41.823184999999995,"{'type': 'Point', 'coordinates': [-87.662505, 41.823185]}",-87.66250500000001,Pershing Rd,23300,1450 West,East Bound: 11200 / West Bound: 12100
2006-10-19T02:00:00.000,1243,41.810881,"{'type': 'Point', 'coordinates': [-87.655209, 41.810881]}",-87.655209,Racine Ave,9000,4550 South,North Bound: 4400 / South Bound: 4600
2006-10-11T02:00:00.000,1244,41.770301,"{'type': 'Point', 'coordinates': [-87.654254, 41.770301]}",-87.65425400000001,Racine Ave,14300,6806 South,North Bound: 7600 / South Bound: 6700
2006-10-04T02:00:00.000,1245,41.859764,"{'type': 'Point', 'coordinates': [-87.65648, 41.859764]}",-87.65648,Racine Ave,13100,1599 South,North Bound: 6600 / South Bound: 6500
2006-10-31T02:00:00.000,1248,41.785920000000004,"{'type': 'Point', 'coordinates': [-87.683819, 41.78592]}",-87.683819,Western Ave,41900,5921 South,North Bound: 24800 / South Bound: 17100
2006-10-12T02:00:00.000,1250,41.838445,"{'type': 'Point', 'coordinates': [-87.615498, 41.838445]}",-87.615498,31st St,16600,440 East,East Bound: 8200 / West Bound: 8400
2006-10-11T02:00:00.000,1251,41.82387,"{'type': 'Point', 'coordinates': [-87.614241, 41.82387]}",-87.614241,Pershing Rd,12400,505 East,East Bound: 6000 / West Bound: 6400
2006-10-12T02:00:00.000,1252,41.816788,"{'type': 'Point', 'coordinates': [-87.608238, 41.816788]}",-87.608238,43rd St,7600,723 East,East Bound: 3900 / West Bound: 3700
2006-10-24T02:00:00.000,1253,41.809405,"{'type': 'Point', 'coordinates': [-87.615129, 41.809405]}",-87.61512900000001,47th St,14200,428 East,East Bound: 7100 / West Bound: 7100
2006-09-20T02:00:00.000,1254,41.802583,"{'type': 'Point', 'coordinates': [-87.583711, 41.802583]}",-87.583711,51st St,4400,1669 East,East Bound: 1000 / West Bound: 3400
2006-10-11T02:00:00.000,1255,41.766026000000004,"{'type': 'Point', 'coordinates': [-87.58112, 41.766026]}",-87.58112,71st St,9900,1803 East,East Bound: 4700 / West Bound: 5200
2006-10-18T02:00:00.000,1256,41.751886999999996,"{'type': 'Point', 'coordinates': [-87.554734, 41.751887]}",-87.554734,79th St,8600,2856 East,East Bound: 3800 / West Bound: 4800
2006-10-18T02:00:00.000,1257,41.739247999999996,"{'type': 'Point', 'coordinates': [-87.54536, 41.739248]}",-87.54536,Burley Ave,16600,8600 South,North Bound: 7800 / South Bound: 8800
2006-10-18T02:00:00.000,1258,41.738684,"{'type': 'Point', 'coordinates': [-87.551457, 41.738684]}",-87.551457,Commercial Ave,13000,8616 South,North Bound: 6900 / South Bound: 6100
2006-10-17T02:00:00.000,1259,41.825153,"{'type': 'Point', 'coordinates': [-87.607512, 41.825153]}",-87.607512,Cottage Grove Ave,11100,3836 South,North Bound: 5600 / South Bound: 5500
2006-10-11T02:00:00.000,1260,41.788453999999994,"{'type': 'Point', 'coordinates': [-87.606097, 41.788454]}",-87.60609699999999,Cottage Grove Ave,25000,5834 South,North Bound: 14200 / South Bound: 10800
2006-09-06T02:00:00.000,1261,41.774091,"{'type': 'Point', 'coordinates': [-87.57604, 41.774091]}",-87.57604,Jeffery Ave,29200,6650 South,North Bound: 14600 / South Bound: 14600
2006-09-06T02:00:00.000,1262,41.763008,"{'type': 'Point', 'coordinates': [-87.576233, 41.763008]}",-87.576233,Jeffery Ave,25900,7245 South,North Bound: 13100 / South Bound: 12800
2006-09-06T02:00:00.000,1263,41.747333000000005,"{'type': 'Point', 'coordinates': [-87.575907, 41.747333]}",-87.575907,Jeffery Ave,19500,8121 South,North Bound: 9500 / South Bound: 10000
2006-10-16T02:00:00.000,1264,41.821807,"{'type': 'Point', 'coordinates': [-87.616942, 41.821807]}",-87.61694200000001,Dr Martin Luther King Jr Dr,19400,4006 South,North Bound: 9800 / South Bound: 9600
2006-10-18T02:00:00.000,1265,41.742807,"{'type': 'Point', 'coordinates': [-87.614706, 41.742807]}",-87.61470600000001,Dr Martin Luther King Jr Dr,19600,8333 South,North Bound: 10300 / South Bound: 9300
2006-09-20T02:00:00.000,1266,41.796495,"{'type': 'Point', 'coordinates': [-87.587413, 41.796495]}",-87.587413,Lake Park Ave,21600,5454 South,North Bound: 10500 / South Bound: 11100
2006-10-26T02:00:00.000,1267,41.78652,"{'type': 'Point', 'coordinates': [-87.596845, 41.78652]}",-87.596845,Midway Plaissance,14400,1170 East,East Bound: 7900 / West Bound: 6500
2006-10-25T02:00:00.000,1272,41.785625,"{'type': 'Point', 'coordinates': [-87.586582, 41.785625]}",-87.58658199999999,Stony Island Ave,19200,6017 South,North Bound: 9800 / South Bound: 9400
2006-10-11T02:00:00.000,1273,41.735580999999996,"{'type': 'Point', 'coordinates': [-87.679036, 41.735581]}",-87.679036,87th St,37400,2233 West,East Bound: 17400 / West Bound: 20000
2006-08-08T02:00:00.000,1274,42.000958000000004,"{'type': 'Point', 'coordinates': [-87.774562, 42.000958]}",-87.774562,Caldwell Ave,19900,6613 North,North Bound: 9800 / South Bound: 10100
2006-08-08T02:00:00.000,1275,41.994184000000004,"{'type': 'Point', 'coordinates': [-87.748337, 41.994184]}",-87.748337,Cicero Ave,21900,6240 North,North Bound: 10800 / South Bound: 11100
2006-08-09T02:00:00.000,1276,41.997323,"{'type': 'Point', 'coordinates': [-87.758573, 41.997323]}",-87.758573,Devon Ave,26600,5215 West,East Bound: 14000 / West Bound: 12600
2006-08-29T02:00:00.000,1277,41.960698,"{'type': 'Point', 'coordinates': [-87.749607, 41.960698]}",-87.749607,Montrose Ave,28100,4851 West,East Bound: 13800 / West Bound: 14300
2006-10-18T02:00:00.000,1278,41.973067,"{'type': 'Point', 'coordinates': [-87.728161, 41.973067]}",-87.728161,Pulaski Rd,24500,5040 North,North Bound: 11900 / South Bound: 12600
2006-08-29T02:00:00.000,1279,41.699831,"{'type': 'Point', 'coordinates': [-87.626661, 41.699831]}",-87.626661,107th St,9100,121 West,East Bound: 4600 / West Bound: 4500
2006-08-29T02:00:00.000,1280,41.692571,"{'type': 'Point', 'coordinates': [-87.624189, 41.692571]}",-87.624189,111th St,12800,28 West,East Bound: 6200 / West Bound: 6600
2006-08-29T02:00:00.000,1281,41.685103000000005,"{'type': 'Point', 'coordinates': [-87.640375, 41.685103]}",-87.640375,115th St,12200,714 West,East Bound: 5500 / West Bound: 6700
2006-08-24T02:00:00.000,1282,41.677599,"{'type': 'Point', 'coordinates': [-87.656654, 41.677599]}",-87.656654,119th St,13300,1400 West,East Bound: 7100 / West Bound: 6200
2006-08-29T02:00:00.000,1283,41.663388,"{'type': 'Point', 'coordinates': [-87.618884, 41.663388]}",-87.618884,127th St,28700,124 East,East Bound: 14200 / West Bound: 14500
2006-08-29T02:00:00.000,1284,41.659124,"{'type': 'Point', 'coordinates': [-87.612421, 41.659124]}",-87.612421,130th St,25100,400 East,East Bound: 12200 / West Bound: 12900
2006-10-04T02:00:00.000,1285,41.698187,"{'type': 'Point', 'coordinates': [-87.608616, 41.698187]}",-87.608616,Cottage Grove Ave,11600,10801 South,North Bound: 5900 / South Bound: 5700
2006-08-31T02:00:00.000,1286,41.700823,"{'type': 'Point', 'coordinates': [-87.642645, 41.700823]}",-87.642645,Halsted St,31800,10621 South,North Bound: 17400 / South Bound: 14400
2006-11-08T02:00:00.000,1287,41.665826,"{'type': 'Point', 'coordinates': [-87.641508, 41.665826]}",-87.641508,Halsted St,23600,12535 South,North Bound: 12500 / South Bound: 11100
2006-08-31T02:00:00.000,1288,41.693802000000005,"{'type': 'Point', 'coordinates': [-87.613403, 41.693802]}",-87.613403,Dr Martin Luther King Jr Dr,8900,11027 South,North Bound: 4500 / South Bound: 4400
2006-09-06T02:00:00.000,1289,41.705358000000004,"{'type': 'Point', 'coordinates': [-87.620496, 41.705358]}",-87.620496,Michigan Ave,14300,10400 South,North Bound: 8100 / South Bound: 6200
2006-08-29T02:00:00.000,1291,41.687214000000004,"{'type': 'Point', 'coordinates': [-87.627744, 41.687214]}",-87.62774399999999,Wentworth Ave,5300,11356 South,North Bound: 2600 / South Bound: 2700
2006-09-06T02:00:00.000,1292,41.706956,"{'type': 'Point', 'coordinates': [-87.639881, 41.706956]}",-87.639881,103rd St,21000,646 West,East Bound: 10900 / West Bound: 10100
2006-10-18T02:00:00.000,1293,41.691829999999996,"{'type': 'Point', 'coordinates': [-87.531879, 41.69183]}",-87.531879,112th St,6300,3755 East,East Bound: 3500 / West Bound: 2800
2006-08-29T02:00:00.000,1294,41.659177,"{'type': 'Point', 'coordinates': [-87.552112, 41.659177]}",-87.552112,130th St,4200,2924 East,East Bound: 2300 / West Bound: 1900
2006-10-18T02:00:00.000,1295,41.737390000000005,"{'type': 'Point', 'coordinates': [-87.550512, 41.73739]}",-87.550512,87th St,6600,3020 East,East Bound: 3200 / West Bound: 3400
2006-09-06T02:00:00.000,1296,41.737064000000004,"{'type': 'Point', 'coordinates': [-87.575072, 41.737064]}",-87.57507199999999,87th St,15300,2014 East,East Bound: 7100 / West Bound: 8200
2006-10-18T02:00:00.000,1297,41.722709,"{'type': 'Point', 'coordinates': [-87.55587, 41.722709]}",-87.55587,95th St,13700,2816 East,East Bound: 7100 / West Bound: 6600
2006-09-06T02:00:00.000,1298,41.722445,"{'type': 'Point', 'coordinates': [-87.577141, 41.722445]}",-87.577141,95th St,36100,1916 East,East Bound: 17600 / West Bound: 18500
2006-10-18T02:00:00.000,1299,41.696434,"{'type': 'Point', 'coordinates': [-87.54009, 41.696434]}",-87.54009,Avenue O,12400,10928 South,North Bound: 7000 / South Bound: 5400
2006-09-06T02:00:00.000,1300,41.731433,"{'type': 'Point', 'coordinates': [-87.575581, 41.731433]}",-87.575581,Jeffery Ave,19300,9004 South,North Bound: 9200 / South Bound: 10100
2006-09-06T02:00:00.000,1301,41.720377,"{'type': 'Point', 'coordinates': [-87.575308, 41.720377]}",-87.57530799999999,Jeffery Ave,8000,9608 South,North Bound: 4500 / South Bound: 3500
2006-08-31T02:00:00.000,1302,41.723931,"{'type': 'Point', 'coordinates': [-87.614195, 41.723931]}",-87.614195,Dr Martin Luther King Jr Dr,20000,9352 South,North Bound: 10400 / South Bound: 9600
2006-10-18T02:00:00.000,1303,41.735654,"{'type': 'Point', 'coordinates': [-87.543033, 41.735654]}",-87.543033,Macknaw Ave,13000,8800 South,North Bound: 6700 / South Bound: 6300
2006-09-06T02:00:00.000,1304,41.711481,"{'type': 'Point', 'coordinates': [-87.619985, 41.711481]}",-87.619985,Michigan Ave,11400,10040 South,North Bound: 6600 / South Bound: 4800
2006-10-24T02:00:00.000,1305,41.706174,"{'type': 'Point', 'coordinates': [-87.702769, 41.706174]}",-87.70276899999999,103rd St,31800,3235 West,East Bound: 14200 / West Bound: 17600
2006-08-22T02:00:00.000,1306,41.706445,"{'type': 'Point', 'coordinates': [-87.677175, 41.706445]}",-87.677175,103rd St,19000,2209 West,East Bound: 9300 / West Bound: 9700
2006-08-24T02:00:00.000,1307,41.706811,"{'type': 'Point', 'coordinates': [-87.654128, 41.706811]}",-87.654128,103rd St,16900,1242 West,East Bound: 8300 / West Bound: 8600
2006-09-06T02:00:00.000,1308,41.699096000000004,"{'type': 'Point', 'coordinates': [-87.6777, 41.699096]}",-87.6777,107th St,8200,2223 West,East Bound: 3500 / West Bound: 4700
2006-11-09T02:00:00.000,1309,41.691254,"{'type': 'Point', 'coordinates': [-87.724362, 41.691254]}",-87.724362,111th St,29800,4200 West,East Bound: 13300 / West Bound: 16500
2006-09-06T02:00:00.000,1310,41.691590999999995,"{'type': 'Point', 'coordinates': [-87.698873, 41.691591]}",-87.69887299999999,111th St,19800,3111 West,East Bound: 9800 / West Bound: 10000
2006-08-22T02:00:00.000,1311,41.684346000000005,"{'type': 'Point', 'coordinates': [-87.695367, 41.684346]}",-87.695367,115th St,12600,2958 West,East Bound: 6700 / West Bound: 5900
2006-12-20T02:00:00.000,1312,41.736140999999996,"{'type': 'Point', 'coordinates': [-87.642399, 41.736141]}",-87.642399,87th  St,32500,710 West,East Bound: 15800 / West Bound: 16700
2006-10-18T02:00:00.000,1313,41.721653,"{'type': 'Point', 'coordinates': [-87.629162, 41.721653]}",-87.629162,95th ST,34100,212 West,East Bound: 14400 / West Bound: 19700
2006-08-24T02:00:00.000,1314,41.721244,"{'type': 'Point', 'coordinates': [-87.660284, 41.721244]}",-87.66028399999999,95th St,34300,1500 West,East Bound: 16200 / West Bound: 18100
2006-08-22T02:00:00.000,1316,41.707206,"{'type': 'Point', 'coordinates': [-87.720975, 41.707206]}",-87.720975,Pulaski Rd,34000,10216 South,North Bound: 16800 / South Bound: 17200
2006-09-06T02:00:00.000,1318,41.701118,"{'type': 'Point', 'coordinates': [-87.681455, 41.701118]}",-87.681455,Western Ave,37700,10552 South,North Bound: 19800 / South Bound: 17900
2006-08-22T02:00:00.000,1319,41.685379,"{'type': 'Point', 'coordinates': [-87.680954, 41.685379]}",-87.680954,Western Ave,19600,11427 South,North Bound: 10200 / South Bound: 9400
2006-11-01T02:00:00.000,1320,41.757869,"{'type': 'Point', 'coordinates': [-87.585712, 41.757869]}",-87.585712,Stony Island Ave,70900,7531 South,North Bound: 36100 / South Bound: 34800
2006-11-14T02:00:00.000,1321,41.722773,"{'type': 'Point', 'coordinates': [-87.550305, 41.722773]}",-87.55030500000001,95th St,8000,3018 East,East Bound: 3700 / West Bound: 4300
2006-10-04T02:00:00.000,1322,41.761077,"{'type': 'Point', 'coordinates': [-87.629988, 41.761077]}",-87.629988,Vincennes Ave,24100,7324 South,North Bound: 11100 / South Bound: 13000
2006-10-31T02:00:00.000,1323,41.804938,"{'type': 'Point', 'coordinates': [-87.684364, 41.804938]}",-87.684364,Western Ave,35100,4855 South,North Bound: 17000 / South Bound: 18100
2006-11-02T02:00:00.000,1324,41.739994,"{'type': 'Point', 'coordinates': [-87.569589, 41.739994]}",-87.56958900000001,South Chicago Ave,16300,8538 South,North Bound: 8600 / South Bound: 7700
2006-11-07T02:00:00.000,1326,41.887944,"{'type': 'Point', 'coordinates': [-87.624537, 41.887944]}",-87.624537,Michigan Ave,44000,350 North,North Bound: 21300 / South Bound: 22700
2006-09-21T02:00:00.000,1327,41.888071000000004,"{'type': 'Point', 'coordinates': [-87.624601, 41.888071]}",-87.624601,Michigan Lower Ave,18200,350 North,North Bound: 11500 / South Bound: 6700
2006-09-19T02:00:00.000,1328,41.888062,"{'type': 'Point', 'coordinates': [-87.626842, 41.888062]}",-87.62684200000001,Wabash Ave,10400,333 North,North Bound: 2500 / South Bound: 7900
2006-09-26T02:00:00.000,1329,41.887471000000005,"{'type': 'Point', 'coordinates': [-87.628001, 41.887471]}",-87.628001,State St,19700,299 North,North Bound: 9500 / South Bound: 10200
2007-01-09T02:00:00.000,1330,41.886932,"{'type': 'Point', 'coordinates': [-87.629531, 41.886932]}",-87.629531,Dearborn St,16600,299 North,North Bound: 16600 / / Oneway North Bound
2006-11-08T02:00:00.000,1331,41.886935,"{'type': 'Point', 'coordinates': [-87.631008, 41.886935]}",-87.631008,Clark St,18700,299 North,South Bound: 18700/ Oneway South Bound 
2006-09-21T02:00:00.000,1332,41.886928000000005,"{'type': 'Point', 'coordinates': [-87.632484, 41.886928]}",-87.63248399999999,La Salle St,26900,299 North,North Bound: 13800 / South Bound: 13100
2006-09-19T02:00:00.000,1333,41.886932,"{'type': 'Point', 'coordinates': [-87.633964, 41.886932]}",-87.633964,Wells St,12200,290 North,South Bound: 12200/ Oneway South Bound 
2006-10-02T02:00:00.000,1334,41.886855,"{'type': 'Point', 'coordinates': [-87.635441, 41.886855]}",-87.635441,Franklin St,12600,291 North,North Bound: 12600 / / Oneway North Bound
2006-10-02T02:00:00.000,1335,41.885725,"{'type': 'Point', 'coordinates': [-87.636864, 41.885725]}",-87.636864,Lake St,15000,355 West,East Bound: 10700 / West Bound: 4300
2006-09-19T02:00:00.000,1336,41.884454999999996,"{'type': 'Point', 'coordinates': [-87.637906, 41.884455]}",-87.637906,Randolph St,18500,400 West,West Bound: 18500/ Oneway West Bound 
2006-09-26T02:00:00.000,1337,41.883192,"{'type': 'Point', 'coordinates': [-87.638103, 41.883192]}",-87.638103,Washington St,17000,389 West,East Bound: 17000 / / Oneway East Bound 
2006-10-03T02:00:00.000,1338,41.881895,"{'type': 'Point', 'coordinates': [-87.638745, 41.881895]}",-87.638745,Madison St,17100,410 West,West Bound: 17100/ Oneway West Bound 
2006-09-20T02:00:00.000,1339,41.880604999999996,"{'type': 'Point', 'coordinates': [-87.638285, 41.880605]}",-87.638285,Monroe St,16000,390 West,East Bound: 16000 / / Oneway East Bound 
2006-09-20T02:00:00.000,1340,41.879353,"{'type': 'Point', 'coordinates': [-87.636437, 41.879353]}",-87.636437,Adams St,14300,340 West,West Bound: 14300/ Oneway West Bound
2006-09-28T02:00:00.000,1341,41.878068,"{'type': 'Point', 'coordinates': [-87.637659, 41.878068]}",-87.637659,Jackson Blvd,14300,380 West,East Bound: 14300 / / Oneway East Bound 
2006-09-20T02:00:00.000,1342,41.876771000000005,"{'type': 'Point', 'coordinates': [-87.639623, 41.876771]}",-87.639623,Van Buren St,10200,462 West,West Bound: 10200/ Oneway West Bound 
2006-09-19T02:00:00.000,1343,41.876342,"{'type': 'Point', 'coordinates': [-87.636323, 41.876342]}",-87.636323,Wacker Dr,4900,425 South,North Bound: 2400 / South Bound: 2500
2006-09-19T02:00:00.000,1344,41.876142,"{'type': 'Point', 'coordinates': [-87.636377, 41.876142]}",-87.636377,Wacker Dr (lower),32000,430 South,North Bound: 14700 / South Bound: 17300
2006-10-02T02:00:00.000,1345,41.875561,"{'type': 'Point', 'coordinates': [-87.635138, 41.875561]}",-87.635138,Franklin St,9700,480 South,North Bound: 9700 / / Oneway North Bound
2006-09-19T02:00:00.000,1346,41.876584,"{'type': 'Point', 'coordinates': [-87.633684, 41.876584]}",-87.633684,Wells St,9900,411 South,South Bound: 9900/ Oneway South Bound 
2006-09-21T02:00:00.000,1347,41.87559,"{'type': 'Point', 'coordinates': [-87.633082, 41.87559]}",-87.633082,Financial PL,2800,457 South,North Bound: 2200 / South Bound: 600
2006-11-08T02:00:00.000,1348,41.876358,"{'type': 'Point', 'coordinates': [-87.631755, 41.876358]}",-87.631755,La Salle St,2100,421 South,South Bound: 2100/ Oneway South Bound 
2006-09-21T02:00:00.000,1350,41.875840999999994,"{'type': 'Point', 'coordinates': [-87.629701, 41.875841]}",-87.629701,Federal St,2000,443 South,North Bound: 700 / South Bound: 1300
2006-09-20T02:00:00.000,1351,41.876483,"{'type': 'Point', 'coordinates': [-87.629253, 41.876483]}",-87.629253,Dearborn St,15100,417 South,North Bound: 15100 / / Oneway North Bound 
2006-09-19T02:00:00.000,1352,41.876735,"{'type': 'Point', 'coordinates': [-87.628733, 41.876735]}",-87.628733,Plymouth CT,3500,406 South,North Bound: 1900 / South Bound: 1600
2006-09-19T02:00:00.000,1353,41.876903999999996,"{'type': 'Point', 'coordinates': [-87.627651, 41.876904]}",-87.627651,State St,24200,400 South,North Bound: 14900 / South Bound: 9300
2006-09-19T02:00:00.000,1354,41.876452,"{'type': 'Point', 'coordinates': [-87.626044, 41.876452]}",-87.626044,Wabash Ave,9600,421 South,South Bound: 9600/ Oneway South Bound 
2006-10-31T02:00:00.000,1355,41.876241,"{'type': 'Point', 'coordinates': [-87.624273, 41.876241]}",-87.624273,Michigan Ave,33500,430 South,North Bound: 17200 / South Bound: 16300
2006-09-26T02:00:00.000,1356,41.876222,"{'type': 'Point', 'coordinates': [-87.623366, 41.876222]}",-87.623366,Congress Plaza Dr,7500,435 South,North Bound: 6400 / South Bound: 1100
